Subject,Code,Description
CHEN,615,"3 cr.
This course will cover a review of molecular and turbulent diffusion and mass transfer 
coefficients, mass transfer equipment design including absorption and cooling towers, 
adsorption and ion exchange. Prerequisite: CHEN 411 or MECH 412.
"
CHEN,618,"3 cr. 
This is a first course in colloid and interface science. The repulsive and attractive forces 
at interfaces are described along with the dynamics of the interfaces. Topics include 
stability of macroemulsions, formulation and properties of microemulsions and surface 
metal-support interactions of catalysts. Prerequisite: CHEN 314 or MECH 414.
"
CHEN,620,"3 cr. 
This  course  covers  reaction  kinetics,  heterogeneous  catalytic  reactions,  transport 
processes with fluid-solid heterogeneous reactions, noncatalytic gas-solid reactions, 
catalyst deactivation and gas-liquid reactions. Prerequisite: CHEN 417.
"
CHEN,651,"3 cr. 
This  course  covers  the  mathematical  modeling  and  computer  simulation  of  process 
dynamics and control. Prerequisite: CHEN 451.
"
CHEN,670,"3 cr. 
This  course  highlights  the  engineering  tools  used  during  the  lifecycle  of  chemical 
plants  from  the  Front-End  and  Engineering  Design  (FEED)  stage  to  operation.  Flow-
sheeting tools will be used for analysis, dynamic modeling for startup-shutdown and 
control  dynamics,  and  plant-wide  optimization  for  plant  performance  improvement. 
Prerequisite: CHEN 570. 
"
CHEN,672,"3 cr. 
This course is a broad technical overview of the nature of synthetic macromolecules, 
including the formation of polymers and their structure, structure-property relationships, 
polymer  characterization  and  processing,  and  applications  of  polymers.  The  course 
tends to focus on thermoplastic polymers and elastomers. Prerequisite: MECH 340.
"
CHEN,673,"/BMEN 604
This  course  focuses  on  recent  advances  in  the  development  of  novel  drug  delivery 
systems.  The  fundamentals  of  drug  delivery  are  discussed.  Various  strategies  to 
tune  and  control  the  release  of  active  agents  for  optimized  therapeutic  outcomes 
are  explored.  The  course  covers  polymers  and  techniques  used  to  produce  drug 
nanoparticles,  with  specific  examples  of  nanoparticle-based  drug  delivery  systems.  
Prerequisites: CHEN 314 or MECH 414, and CHEN 411 or MECH 412.
"
CHEN,674,"3 cr.
This  course  covers  troubleshooting,  fault  detection  and  diagnostics  in  key  chemical 
processes. Statistical tools such as Principle Component Analysis, Fisher Discriminant 
Analysis, Partial Least Squares and Canonical Variate Analysis methods are studied. 
Analytical  and  knowledge-based  approaches  are  also  covered.  Processes  and  case 
studies  include:  gas-oil  separation  (GOSP),  natural  gas  processing  (AGR,  NGL,  SRU, 
fractionation, amine scrubbing), crude oil refining (CDU, VDU, delayed cocking, fluid 
catalytic cracking) and power plants. Prerequisites: CHEN 451 and CHEN 570. 
"
CHEN,690,"3 cr. 
This course will cover both fundamental and applied reservoir engineering concepts. It 
aims at understanding the rock and fluid properties and how these properties interact 
to affect production from a hydrocarbon reservoir. From a practical aspect, the course 
will focus on classical reservoir engineering, reservoir drive mechanisms, well testing 
and well test analysis as well as the use of reservoir simulation to assist the reservoir 
engineer  at  different  stages  of  a  hydrocarbon  reservoir  lifecycle.  Students  cannot 
receive credit for both CHEN 690 and PETR 421. Prerequisites: CHEN 314 or MECH 414, 
and CHEN 490.
"
CHEN,796,"1 cr. 
This is a project-based course in which students will be asked to conduct an extensive 
literature review of an assigned engineering topic and present, in both written and oral 
formats, a critical review of this literature. Prerequisite: Consent of advisor.
"
CHEN,799,"Every term. Prerequisite: CHEN 799T or CHEN 799TR.
"
EECE,601,"3 cr.
This  course  includes  an  introduction  to  general  instrumentation  configuration  and 
performance  of  instrumentation  systems;  types  and  characteristics  of  transducers; 
sources and characteristics of bioelectric signals; types and characteristics of electrodes; 
temperature regulation and measurement; cardiovascular system, measurements and 
diagnostic equipment; blood instruments; patient care and monitoring; and electrical 
safety of medical equipment. Prerequisites: BIOL 210 or BIOL 202 or PHYL 246, and EECE 
210; or PHYS 228 and PHYS 228L or consent of instructor. 
"
EECE,602,"This  course  covers  the  respiratory  system  and  measurements;  nervous  system  and 
measurements; sensory and behavior measurements; biotelemetry; instrumentation for 
the clinical laboratory; x-rays and radioisotope instrumentation; magnetic resonance; 
and special surgical techniques. Prerequisite: EECE 601 or consent of instructor.
"
EECE,603,"3 cr.
Fundamentals of digital signal processing as implemented in biomedical applications. It 
provides a concise treatment of the tools utilized to describe deterministic and random 
signals as the basis of analyzing biological signals: data acquisition, imaging, denoising 
and filtering, feature extraction, modeling. The course is tightly coupled with a practical 
component through laboratory projects. Examples include the auditory system, speech 
generation, electrocardiogram, neuronal circuits and medical imaging. Students should 
have reasonable software skills in Matlab. Prerequisites: STAT 230 and EECE 340, or 
STAT 233 and EECE 340 or consent of instructor.
"
EECE,604," 
This  course  presents  research  topics  with  focus  on  how  concepts  and  techniques 
from  the  field  of  communications  engineering  can  be  applied  to  problems  from  the 
fields of genetics and bioinformatics. The main topics covered include genomic data 
compression,  mutual  information  for  functional  genomics,  channel  coding  for  gene 
expression modeling, genomic signal processing and biological computation.
"
EECE,605,"3 cr.
An introduction on the nervous system, electrophysiology and chemical kinetics. The 
cell membrane in the steady state: resting membrane voltage and membrane equivalent 
circuit.  Generation  and  propagation  of  the  action  potential:  Hodgkin-Huxley  model, 
properties and propagation of the action potential. Synapses: neuromuscular junction, 
fast chemical synapses, second-messenger systems, synaptic plasticity and electrical 
synapses.  Neurons:  neuronal  currents,  firing  patterns  and  signaling  in  dendrites. 
Muscle:  contraction,  mechanics  and  receptors.  Control  of  movement:  mechanics, 
spinal  reflexes,  hierarchical  organization  and  control,  locomotion,  equilibrium-point 
hypothesis. Prerequisites: BIOL 210 or BIOL 202 or PHYL 246, and EECE 210; or PHYS 
228, PHYS 228L and MATH 202; or consent of instructor.
"
EECE,612,"3 cr. 
A course on digital electronic circuits; models, current equations, and parasitics of CMOS 
transistors for digital design; study of CMOS inverter and logic gates, including analysis, 
design, simulation, layout, and verification; advanced circuit styles; sequential circuits; 
advanced topics: semiconductor memories, power grid, clocking strategies, data-path 
building blocks, deep-submicron design issues, interconnect. Prerequisites: EECE 310 
and EECE 320, or consent of instructor.
"
EECE,412,"3 cr. 
A course on digital electronic circuits; models, current equations, and parasitics of CMOS 
transistors for digital design; study of CMOS inverter and logic gates, including analysis, 
design, simulation, layout, and verification; advanced circuit styles; sequential circuits; 
advanced topics: semiconductor memories, power grid, clocking strategies, data-path 
building blocks, deep-submicron design issues, interconnect. Prerequisites: EECE 310 
and EECE 320, or consent of instructor.
"
EECE,616,"3 cr.
This course covers advanced concepts in circuit design for digital VLSI systems in state of-
the-art integrated circuits technologies. Emphasis is on circuit design and optimization 
techniques targeted for high-speed, low-power or high-density circuits. The impact of 
scaling,  deep  submicron  effects,  interconnect,  signal  integrity,  power  distribution/
consumption and timing on circuit design is investigated. Emerging challenges in low 
power/low voltage design, process variations and memory design in the nano-scale era 
are covered. Prerequisite: EECE 412 or EECE 612 or consent of instructor. 
"
EECE,617,"3 cr.
This course explores major aspects of statistical design methodologies with particular 
emphasis on electrical and computer engineering problems. It covers various topics in 
the  domain  of  reliability,  yield  estimation,  variance  reduction  methods  for  purposes 
of extreme statistics and rare fail event estimation, modeling and optimization. Case 
studies  will  be  provided  to  analyze  the  manufacturability  challenges  of  advanced 
circuits and the implications on low power design. 
"
EECE,621,"3 cr.
This course focuses on modern advancements in parallel computer architecture with 
emphasis  on  instruction  level  parallelism  (ILP).  Topics  include:  advanced  branch 
prediction, data speculation, memory dependence prediction, trace caches, dynamic 
optimization,  checkpoint  architectures,  latency-tolerant  processors,  simultaneous 
multithreading,  speculative  multithreading  and  virtual  machines.  A  key  component 
of  the  course  is  a  research  project  in  which  students  use  architecture  performance 
simulator to investigate novel architecture techniques. Prerequisite: EECE 421 or consent 
of instructor.
"
EECE,622,"3 cr.
This  course  introduces  concepts  in  the  design  and  implementation  of  digital  signal 
processing  systems  using  integrated  circuits.  Emphasis  is  on  the  architectural 
exploration, design and optimization of signal processing systems for communications. 
Algorithm, architecture and circuit design techniques are introduced that enable joint 
optimization across the algorithmic, architectural and circuit domains. A key component 
of  the  course  is  a  project  in  which  students  investigate  problems  in  the  design 
and  implementation  of  low-power  and  high-performance  communication  systems. 
Prerequisite: EECE 491 or EECE 691 or consent of instructor. 
"
EECE,623,"3 cr 423 
A course on reconfigurable computing systems and applications; contemporary FPGA 
architectures; FPGA design flows and tools; high-level synthesis; hardware/
3 cr software 
partitioning;  host,  memory  and  peripheral  interfaces;  operating  system  support; 
dynamic partial reconfiguration; classical and emerging applications. Students work on 
a set of design assignments and a research project using appropriate FPGA development 
boards and tools. Prerequisite: EECE 321 or consent of instructor.
"
EECE,624,"3 cr.
This  course  covers  an  overview  of  digital  systems  testing  and  testable  design;  test 
economics,  fault  modeling,  logic  and  fault  simulation,  testability  measures;  test 
generation for combinational circuits; memory test; delay test; IDDQ test; scan design 
and boundary scan. Prerequisite: EECE 320 or consent of instructor.
"
EECE,625,"3 cr.
A  course  on  contemporary  embedded  systems  design.  The  system  design  process; 
microcontroller architectures and programming; standard peripheral device controllers 
(GPIO,  timers/
EECE counters,  interrupts);  serial  interfaces  (RS232,  SSI/
EECE SPI,  I2C,  USB); 
displays;  memory  devices  and  DMA;  IoT  and  network  interfaces;  analog/
EECE digital 
conversion;  pulse-width  modulation;  motor  control;  embedded  operating  systems. 
Students work on a set of design assignments and a major project using appropriate 
microcontroller  development  boards  and  tools.  Prerequisite:  EECE  321  or  consent  of 
instructor. 
"
EECE,425,"3 cr.
A  course  on  contemporary  embedded  systems  design.  The  system  design  process; 
microcontroller architectures and programming; standard peripheral device controllers 
(GPIO,  timers/
EECE counters,  interrupts);  serial  interfaces  (RS232,  SSI/
EECE SPI,  I2C,  USB); 
displays;  memory  devices  and  DMA;  IoT  and  network  interfaces;  analog/
EECE digital 
conversion;  pulse-width  modulation;  motor  control;  embedded  operating  systems. 
Students work on a set of design assignments and a major project using appropriate 
microcontroller  development  boards  and  tools.  Prerequisite:  EECE  321  or  consent  of 
instructor. 
"
EECE,626,"3 cr.
This course provides an in-depth coverage of architectural techniques used to design 
accelerators  for  training  and  inference  in  machine  learning  systems,  with  focus  on 
recent advances towards enabling efficient processing of DNNs. It provides an overview 
of DNNs, discusses various hardware platforms and architectures that support DNNs, 
and  highlights  key  trends  in  reducing  the  computational  cost  of  DNNs  via  hardware 
design changes only or through joint hardware design and DNN algorithm optimizations. 
It also covers various development tools that enable students to quickly get started in 
this field, and highlights important benchmarking metrics and design considerations 
to  be  used  for  evaluating  a  plethora  of  DNN  hardware  design  options.  Case  studies 
include  Google’s  TPU,  Apple’s  Neural  Engine,  Intel’s  Nervana  processor,  and  ARM’s 
Project  Trillium.  The  course  involves  a  semester  project  that  focuses  on  developing 
architectures  for  hardware  ML  accelerators.  Prerequisite:  EECE  490  and  EECE  420  or 
EECE 421, or consent of instructor.  
"
EECE,631,"This is a second course on algorithms.  The aim of the course is to cover general tools 
from probability and convex optimization with applications to randomized algorithms, 
approximation algorithms, and theoretical computer science in general. Topics include: 
introduction to randomized algorithms,   tail inequalities, probabilistic method, random 
walks,  hashing,  derandomization,  introduction  to  approximation  algorithms,  basics 
of  linear  programming,  algorithms  for  solving  linear  programs,  linear  programming 
relaxation  and  approximation  algorithms,  basics  of  semidefinite  programming, 
semidefinite  relaxation  and  approximation  algorithms,  interior  point  methods,  and 
selected topics   as time permits. Prerequisites: EECE 431 and STAT 230 or STAT 233 and 
MATH 218 or MATH 219 or consent of instructor.
"
EECE,632,"3 cr. 
This course provides an overview of encryption and network security. The topics include: 
classical encryption techniques, block ciphers and the data encryption standard, finite 
fields,  advanced  encryption  standard,  confidentiality  using  symmetric  encryption, 
public-key cryptography, key management, hash and MAC algorithms, digital signatures, 
authentication applications, Web security, email security and IP security. 
"
EECE,633,"3 cr.
This course is an introduction to data mining. Data mining refers to knowledge discovery, 
using huge amounts of data to arrive at non-trivial conclusions. Topics will range from 
statistics to machine learning to database, with a focus on analysis of large data sets. 
The course will target at least one new data mining problem involving real data, for which 
the students will have to find a solution. Prerequisite: EECE 330 or consent of instructor.
"
EECE,634,"3 cr.
The course discusses computational challenges specific to the Arabic language including 
representation, rendering, processing, structure, interface and recognition. The course 
also discusses multilingual texts with Arabic, visits text processing techniques such as 
encoding, matching, tokenization, search, indexing and pattern matching. The course 
reviews the state of the art in automating Arabic language understanding. Prerequisite: 
EECE 330 or consent of instructor.
"
EECE,636,"3 cr.
The course discusses the correctness of logic systems whether software or hardware, 
the basic representations of propositional logic and first order logic. It discusses how 
expressive and realizable different logic theories are. It covers tools that reason about 
the correctness of logic and that automatically synthesize logic into an implementation. 
Prerequisite: EECE 330 or consent of instructor.
"
EECE,637,"3 cr.
This  is  an  advanced  course  on  programming  practices  with  a  focus  on  verification. 
Teams will work in agile and extreme programming environments and will use formal 
specifications, design patterns and aspect-oriented programming. Projects will involve 
tools for source control, debugging, code building, documentation, dynamic and static 
verification. Prerequisite: EECE 330 or consent of instructor.
"
EECE,638,"3 cr.
The course focuses on concepts, techniques and tools for testing software. It provides 
practical  knowledge  of  a  variety  of  ways  to  test  software  and  an  understanding  of 
some of the tradeoffs between testing techniques. The topics include: software testing 
at the unit, module, and system levels; functional and structural testing; regression 
testing; mutation testing; test suite minimization and prioritization; automatic test case 
generation. 
"
EECE,639,"3 cr.
A course that covers advanced topics in data mining and recent progress in this field. 
Discussions  will  include  which  techniques  fit  best  for  complex  applications  in  data 
mining. Mining complex data will include general text mining, Arabic text mining, social 
network  analysis,  spatial  data  mining,  mining  of  the  World  Wide  Web,  stream  data, 
time-series data and sequence data. We will also discuss recent application sectors 
and trends in data mining such as for the telecommunication, biological, and financial 
sectors. Prerequisites: EECE 330 and one of the following: EECE 633, EECE 667 or EECE 
693; or consent of instructor.
"
EECE,640,"3 cr.
A  course  that  covers  the  fundamentals  of  wireless  communications  with  emphasis 
on  wireless  channel  modeling;  digital  modulation  in  wireless  channels;  diversity 
techniques; channel coding and interleaving in fading channels; adaptive equalization; 
multiple  access  techniques;  the  cellular  concept;  overview  of  current  wireless 
communications systems. Prerequisite: EECE 442 or consent of instructor.
"
EECE,640L,"1 cr.
A laboratory course that covers the following topics: basics of radio network planning 
and optimization, radio network planning for the GSM cellular system, radio network 
planning  for  the  UMTS  cellular  system,  GSM-UMTS  co-existence  and  co-citing, 
radio  network  planning  for  the  WiMAX  broadband  system,  indoor  GSM  drive  testing 
measurements and analysis, outdoor GSM drive testing measurements and analysis, 
UMTS  drive  testing  measurements  and  analysis,  and  measurement-based  wireless 
channel modeling. Prerequisite: EECE 640 or consent of instructor.
"
EECE,641,"3 cr.
In  this  course  students  study  data  transmission  through  introducing  the  field  of 
information theory. The theory is introduced in a gradual fashion and students study 
its application to communications theory, computer science, statistics and probability 
theory. Covering all the essential topics in information theory, students are introduced 
to the basic quantities of entropy, relative entropy and mutual information to show how 
they arise as natural answers to questions of data compression, channel capacity, rate 
distortion and large deviation theory. Prerequisite: STAT 230 or STAT 233 or EECE 442, or 
consent of instructor.
"
EECE,642,"This  course  introduces  the  theory  of  error-correcting  codes  with  a  focus  on  the 
asymptotic,  algorithmic  and  algebraic  aspects.  Topics  include:  background  material 
from  combinatorics  and  algebra;  Shannon’s  coding  theorem;  linear  codes;  coding 
bounds;  classical  algebraic  codes:  Hamming  and  Hadamard  codes,  Reed-Solomon 
codes and Justesen codes and decoding algorithms; codes from graphs: low density 
parity check codes, expander codes, explicit constructions and decoding algorithms; 
and an introduction to turbo codes. 
"
EECE,643,"3 cr.
This course introduces students to system blocks, system parameters and architectures 
of RF systems for wireless communications. It focuses on the design of a radio system 
for transmission and reception of voice and data information: receivers and transmitters 
system topologies, key system blocks in a wireless system, determination of system 
block parameters from radio requirements and system analysis, tradeoffs modulation 
and demodulation schemes, and multiple-access techniques link budget analysis of RF 
radio links. Prerequisites: EECE 311, EECE 380 and EECE 442, or consent of instructor.
"
EECE,644,"3 cr.
This is a graduate-level introduction to the fundamentals of detection and estimation 
theory involving signal and system models in which there is some inherent randomness. 
The concepts that we develop are extraordinarily rich, interesting and powerful, and 
form the basis for an enormous range of algorithms used in diverse applications. The 
material in this course constitutes a common foundation for work in the statistical signal 
processing, communication and control areas. Prerequisites: STAT 230 and EECE 340 or 
STAT 233 and EECE 340 or consent of instructor.
"
EECE,645,"3 cr.
A course on the evolution of cellular technologies with focus on 2G GSM technology, 
3G  UMTS/HSPA  technology,  4G  LTE  technology  and  beyond.  Topics  include:  cellular 
network  fundamentals;  standardization;  transmitter  and  receiver  link  level  designs; 
access  and  core  network  architectures;  physical  channels  and  signaling  procedures; 
scheduling and radio resource management; radio network planning; multiple antenna 
techniques; emerging topics. Prerequisite: EECE 640 or consent of instructor.
"
EECE,646,"3 cr.
A  course  that  addresses  digital  communication  principles  and  techniques  aimed  at 
achieving  improved  reliability.  The  course  examines  information  measures,  such  as 
entropy  and  mutual  information  for  discrete  and  waveform  channels,  source  coding, 
channel  capacity  and  coding  theorem,  linear  block  and  cyclic  codes,  hard  and  soft 
decision decoding, and spread spectrum modulation. 
"
EECE,647,"3 cr.
A  course  that  covers  Poisson  counting  and  renewal  processes;  Markov  chains  and 
decision  theory,  branching  processes,  birth  death  processes  and  semi-Markov 
processes; simple Markovian queues, networks of queues, general single and multiple-
server queues, bounds and approximations. 
"
EECE,650,"3 cr.
A  course  that  covers  Internet  and  intranet  technologies,  the  client-server  model 
of  interaction,  design  and  implementation  of  clients  and  servers,  interactive  and 
concurrent servers, distributed computing, application gateways, and includes a design 
project. Prerequisite: EECE 350 or EECE 351 or consent of instructor.
"
EECE,651,"3 cr.
A  course  that  provides  in-depth  coverage  of  Internet  architecture,  Internet  protocols 
and  routing;  discusses  recent  developments  on  the  Internet  such  as  IPv6,  switching 
and mobility; and gives a detailed study of TCP. Prerequisite: EECE 350 or EECE 351 or 
consent of instructor.
"
EECE,651L,"1 cr.
This  laboratory  course  covers  the  technologies  and  protocols  of  the  Internet.  The 
experiments  cover  IP,  ARP,  ICMP,  UDP,  TCP,  DNS,  routing  protocols  (RIP,  OSPF,  BGP), 
network address translation (NAT), dynamic host configuration (DHCP), SNMP and IP 
multicast. Prerequisite: EECE 350 or EECE 351 or consent of instructor.
"
EECE,652,"3 cr.
This course concentrates on major technologies used in building web servers. It is divided 
into  two  parts:  client  programming  and  server  programming.  The  first  part  includes 
HTML, CSS, Java Script and XML programming. The second part is based on the ASP.
NET framework (both Forms and MVC) along with C#. It covers basic controls, validation, 
database  interfacing,  AJAX,  sessions  and  cookies,  file  uploading  and  downloading, 
emails  with  attachments,  securing  websites,  user  controls  and  third-party  controls. 
The course concludes with programming and interfacing with web services. The website 
development group-based project is a major component of the course.
"
EECE,653,"3 cr.
This  course  covers  topics  in  multimedia  such  as  system  requirements,  performance 
requirements, representation and compression. Multimedia networking is emphasized 
by  discussing  multicasting,  streaming,  multimedia  networking  protocols  and 
quality of service-based traffic management protocols. Other topics covered include 
synchronization, VoIP and Internet2. Multimedia networking applications are designed 
and implemented as student projects. Prerequisite: EECE 350 or EECE 351 or consent  
of instructor.
"
EECE,655,"3 cr.
The course covers topics in Internet security. It discusses security threats, vulnerabilities 
of protocols and the different types of attacks. Preventive and defensive mechanisms 
are covered, such as e-mail security, web security, IP security, network management 
security, wireless security, intrusion detection techniques, firewalls, VPNs and tracing 
the source of attacks. Student projects will be composed of implementation, simulation 
and research components. Prerequisite: EECE 350 or EECE 351 or  consent of instructor.
"
EECE,655L,"1 cr.
A  laboratory  that  addresses  advanced  network  and  computer  security  topics. 
Experiments  include  the  execution  of  attacks,  the  setup  of  intrusion  detection  and 
prevention, securing computers and wired and wireless networks, and digital forensics. 
Prerequisite: EECE 350 or EECE 351 or consent of instructor.
"
EECE,656,"3 cr.
This course covers major aspects of ad hoc and sensor networking, and tackles topics 
related  to  mobility,  disconnections  and  battery  energy  consumption.  The  course  is 
composed of two parts: mobile ad hoc networks (MANETs) and wireless sensor networks 
(WSNs). The first part provides a detailed treatment of routing protocols in MANETs, 
the  changes  to  TCP  to  support  mobility  and  vehicular  networks.  In  the  second  part, 
topics  covered  concern  information-centric  routing,  MAC  layer  provisions  for  energy 
savings, addressing, localization, time synchronization and information dissemination. 
The  group  project  gives  students  hands-on  experience  in  designing  protocols  and 
applications for real sensor devices. Prerequisite: EECE 350 or EECE 351 or consent of 
instructor.
"
EECE,657,"3 cr.
A course that covers wireless network security; security challenges in wireless networks; 
security problems facing existing and upcoming wireless networks; security in naming, 
addressing, neighbor discovery and routing; and trust and privacy. Prerequisites: EECE 
350 or EECE 351 and EECE 455, or EECE 632 or consent of instructor.
"
EECE,660,"A  course  that  outlines  state-space  models  of  discrete  and  continuous,  linear  and 
nonlinear  systems;  controllability;  observability;  minimality;  Eigenvector  and 
transforms  analysis  of  linear  time  invariant  multi-input  multi-output  systems;  pole 
shifting; computer control; design of controllers and observers. Prerequisite: EECE 460 
or MECH 436, or consent of instructor.
"
MECH,653,"A  course  that  outlines  state-space  models  of  discrete  and  continuous,  linear  and 
nonlinear  systems;  controllability;  observability;  minimality;  Eigenvector  and 
transforms  analysis  of  linear  time  invariant  multi-input  multi-output  systems;  pole 
shifting; computer control; design of controllers and observers. Prerequisite: EECE 460 
or MECH 436, or consent of instructor.
"
EECE,661,"Robotic  manipulators  classification  and  work  envelope.  Robot  kinematics,  dynamics 
and forces. Joints trajectory planning for end effector desired tracking and constrained 
motion. Control of robots using linear, nonlinear and adaptive controllers. Prerequisite: 
EECE 460 or MECH 436, or consent of instructor. 
"
MECH,641,"Robotic  manipulators  classification  and  work  envelope.  Robot  kinematics,  dynamics 
and forces. Joints trajectory planning for end effector desired tracking and constrained 
motion. Control of robots using linear, nonlinear and adaptive controllers. Prerequisite: 
EECE 460 or MECH 436, or consent of instructor. 
"
EECE,662,"A course on optimization theory and performance measures, calculus of variations, the 
maximum principle, dynamic programming, numerical techniques, LQR control systems. 
"
MECH,655,"A course on optimization theory and performance measures, calculus of variations, the 
maximum principle, dynamic programming, numerical techniques, LQR control systems. 
"
EECE,663,"This course introduces the basic mathematical tools to fit models into empirical input-
output  data.  General  time-series  modeling  and  forecasting,  such  as  stock  prices, 
biological data and others. Topics include nonparametric identification methods: time 
and  frequency  response  analysis;  parametric  identification:  prediction  error,  least 
squares, linear unbiased estimation and maximum likelihood; convergence, consistency 
and  asymptotic  distribution  of  estimates;  properties  and  practical  modeling  issues: 
bias distribution, experiment design and model validation. 
"
MECH,656,"This course introduces the basic mathematical tools to fit models into empirical input-
output  data.  General  time-series  modeling  and  forecasting,  such  as  stock  prices, 
biological data and others. Topics include nonparametric identification methods: time 
and  frequency  response  analysis;  parametric  identification:  prediction  error,  least 
squares, linear unbiased estimation and maximum likelihood; convergence, consistency 
and  asymptotic  distribution  of  estimates;  properties  and  practical  modeling  issues: 
bias distribution, experiment design and model validation. 
"
EECE,664,"3 cr.
A course that outlines fuzzy sets and related concepts; logical connectives; mapping 
of fuzzy sets; extension principle; fuzzy relations and fuzzy set ordering; fuzzy logic 
inference; applications: fuzzy control, signal processing, pattern recognition, decision-
making and expert systems. 
"
EECE,665,"A course that includes the control of partially known systems; analysis and design of 
adaptive control systems; self-tuning regulators; model reference adaptive control of 
uncertain dynamic systems; typical applications. Prerequisite: EECE 460 or MECH 436, 
or consent of instructor.
"
MECH,654,"A course that includes the control of partially known systems; analysis and design of 
adaptive control systems; self-tuning regulators; model reference adaptive control of 
uncertain dynamic systems; typical applications. Prerequisite: EECE 460 or MECH 436, 
or consent of instructor.
"
EECE,667,"3 cr.
The  course  provides  an  overview  of  the  algorithms  used  in  machine  learning.  The 
course  discusses  modern  concepts  for  model  selection  and  parameter  estimation, 
decision-making and statistical learning. Special emphasis will be given to regression 
and classification for supervised modes of learning. Students will be assigned typical 
machine learning problems to investigate as projects. 
"
EECE,668,"3 cr.
This course provides a set of tools, approaches and perspectives on game theory to 
mimic the human elements of decision-making that is best described by strategy and 
cooperation. Topics covered include: games of skills, games of chance, cooperative, 
mixed motive, zero sum, coalition and repeated games. Students will be assigned real-
world examples of game theory to investigate as projects.
"
EECE,669,"A course that presents a comprehensive exposition of the theory of nonlinear dynamical 
systems and its control with particular emphasis on techniques applicable to mechanical 
systems. The course will be punctuated by a rich set of mechanical system examples, 
ranging from violin string vibration to jet engines, from heart beats to vehicle control, 
and from population growth to nonlinear flight control. Prerequisite: EECE 460 or MECH 
436, or consent of instructor.
"
MECH,648,"A course that presents a comprehensive exposition of the theory of nonlinear dynamical 
systems and its control with particular emphasis on techniques applicable to mechanical 
systems. The course will be punctuated by a rich set of mechanical system examples, 
ranging from violin string vibration to jet engines, from heart beats to vehicle control, 
and from population growth to nonlinear flight control. Prerequisite: EECE 460 or MECH 
436, or consent of instructor.
"
EECE,670,"3 cr.
The  course  investigates  electric  energy  and  peak  demand  forecasts  using  weather 
sensitive,  time  curve,  autoregressive  and  causal  models;  generation  reliability 
evaluation, loss of energy expectation, energy limited units, probabilistic production 
costing,  generating  capacity  expansion  analysis  and  maintenance  scheduling; 
operational  planning,  unit  commitment,  hydrothermal  coordination;  power  system 
security classification, contingency analysis, external equivalents, optimal power flow; 
planning in a competitive electric power environment. Prerequisite: EECE 471 or consent 
of instructor.
"
EECE,671,"3 cr.
A  course  that  examines  world  energy  resources  and  classifications;  sources  and 
effects of air pollution; air quality modeling, Gaussian dispersion models for pollution 
estimation;  motor  vehicle  emissions  and  noise  pollution;  environmental  impacts  of 
electricity generation, pollution control systems, electromagnetic radiation, production 
and  impacts  in  high-voltage  applications;  environmental  impact  assessment;  basic 
concepts.
"
EECE,672,"3 cr.
This is a course that focuses on features of modern energy planning and policy. Topics 
covered include the interaction among the technological, economic, environmental and 
sociopolitical aspects of energy supply and use; electricity, oil and gas industries, and 
their market structures; elements of energy planning on the sector and national levels; 
energy decision-making under conditions of uncertainty; risk management in energy 
planning; liberalization of energy markets; case studies. 
"
EECE,673,"3 cr.
A course that reviews converter topologies for AC/DC, DC/AC and DC/DC; power supply 
applications;  converter  applications  to  motor  drives;  utility  interface  of  distributed 
energy systems; static VAR systems; flexible AC transmission; high voltage DC; power 
quality control; active and passive harmonics compensation. Prerequisite: EECE 473 or 
EECE 471, or consent of instructor.
"
EECE,674,"3 cr.
The course covers the principles of sustainable energy systems, solar radiation, solar 
thermal  applications,  the  Stirling  engine,  fuel  cells  and  the  hydrogen  cycle.  Various 
energy storage technologies are also investigated, e.g. thermal storage, compressed air, 
flywheels, batteries, and ultra-capacitors. The operation principles of each application 
will be discussed, its current developments and future trends, and students will design 
an energy storage solution for a selected application. Prerequisite: EECE 230, EECE 310 
and Phys 210, or consent of instructor. 
"
EECE,675,"3 cr.
This course seeks to impart in students a sound understanding of renewable energy 
systems  in  terms  of  their  design,  operation  and  economic  impacts.  It  covers  wind 
resource  assessment  and  site  selection;  drag  and  lift  principles;  linear  momentum 
theory; turbine characteristics; power and energy yield calculation; aspects of wind drive 
options: horizontal and vertical axis machines, fixed and variable speed wind turbine 
generators. It also covers solar resource assessment; photovoltaic cells: photo effect, 
P-N junction, principle of operation of PV cells, circuit models, maximum power point 
trackers, I-V and power characteristics, physics of shading, types and characteristics 
of  autonomous  solar  energy  systems,  hybrid  systems  and  grid  connected  systems; 
the  economics  of  wind  and  solar  energy  systems.  Introduction  to  small  hydro  and 
geothermal energy systems.
"
EECE,676,"3Cr.
A course that covers several topics related to modeling and control of electric drives. 
The course introduces fundamental equations related to inductance and flux variations 
in  a  rotating  machine,  leading  to  torque  production.  Reference  frame  theory  and 
transformations  are  also  studied  for  modeling  purposes.  Dynamic  models  of  three-
phase  induction  and  permanent-magnet  synchronous  machines  are  derived.  Basic 
modeling of power electronic converters for electric drives, with focus on three-phase 
DC/AC inverters, are introduced. Various control strategies are studied with focus on 
vector  control  and  different  power  electronic  switching  schemes  in  electric  drives. 
Prerequisite: EECE 474 or EECE 473 or consent of instructor. 
"
